txn_id,date,customer_id,category,amount,paid_via_paytm,time_slot
TXN00116,2026-07-21,CUST0072,Snacks,23.18,False,Evening
TXN00117,2026-07-21,CUST0075,Dairy,105.07,True,Evening
TXN00118,2026-07-21,CUST0079,Beverages,97.66,True,Morning
TXN00119,2026-07-21,CUST0085,Dairy,107.99,False,Evening
TXN00120,2026-07-21,CUST0107,Groceries,344.72,True,Afternoon
TXN00121,2026-07-21,CUST0114,Snacks,111.51,False,Morning
TXN00122,2026-07-21,CUST0128,Groceries,264.31,True,Evening
TXN00123,2026-07-21,CUST0129,Beverages,168.42,False,Morning
TXN00124,2026-07-21,CUST0130,Snacks,18.92,True,Afternoon
TXN00125,2026-07-21,CUST0145,Beverages,32.21,False,Afternoon
TXN00126,2026-07-21,CUST0147,Beverages,147.11,True,Morning
TXN00127,2026-07-21,CUST0153,Household,137.22,True,Evening
TXN00128,2026-07-21,CUST0157,Household,127.15,True,Morning
TXN00129,2026-07-21,CUST0195,Snacks,16.44,False,Afternoon
TXN00130,2026-07-21,CUST0197,Household,204.34,True,Afternoon
TXN00131,2026-07-21,CUST0199,Beverages,116.57,True,Evening
TXN00132,2026-07-21,CUST0202,Groceries,156.75,False,Evening
TXN00133,2026-07-21,CUST0206,Dairy,146.27,False,Afternoon
TXN00134,2026-07-21,CUST0210,Household,274.34,False,Evening
TXN00135,2026-07-21,CUST0214,Snacks,106.08,False,Morning
TXN00136,2026-07-21,CUST0219,Snacks,65.89,False,Afternoon
TXN00137,2026-07-21,CUST0221,Dairy,100.1,True,Morning
TXN00138,2026-07-21,CUST0223,Dairy,167.56,True,Afternoon
TXN00139,2026-07-21,CUST0226,Snacks,52.31,False,Morning
TXN00140,2026-07-21,CUST0231,Snacks,107.26,True,Evening
TXN00141,2026-07-21,CUST0233,Beverages,191.1,False,Evening
TXN00142,2026-07-21,CUST0237,Household,222.67,True,Morning
TXN00143,2026-07-21,CUST0260,Groceries,212.78,False,Morning
TXN00144,2026-07-21,CUST0275,Dairy,24.19,False,Evening
TXN00145,2026-07-21,CUST0282,Groceries,253.32,True,Morning
TXN00146,2026-07-21,CUST0289,Dairy,56.2,True,Afternoon
TXN00147,2026-07-21,CUST0295,Dairy,30.58,False,Evening
TXN00148,2026-07-21,CUST0304,Household,296.47,False,Evening
TXN00149,2026-07-21,CUST0311,Groceries,180.0,True,Afternoon
TXN00150,2026-07-21,CUST0312,Dairy,102.99,True,Afternoon
TXN00151,2026-07-21,CUST0317,Snacks,61.15,True,Afternoon
TXN00152,2026-07-21,CUST0320,Snacks,79.38,False,Morning
TXN00153,2026-07-21,CUST0321,Beverages,183.14,False,Evening
TXN00154,2026-07-21,CUST0324,Beverages,44.81,True,Morning
TXN00155,2026-07-21,CUST0327,Household,149.68,False,Evening
TXN00156,2026-07-21,CUST0328,Household,248.42,True,Evening
TXN00157,2026-07-21,CUST0329,Household,63.37,True,Evening
TXN00158,2026-07-21,CUST0332,Groceries,68.27,True,Afternoon
TXN00159,2026-07-21,CUST0334,Household,298.94,False,Morning
TXN00160,2026-07-21,CUST0336,Beverages,91.61,True,Afternoon
TXN00161,2026-07-21,CUST0340,Dairy,48.62,False,Evening
TXN00162,2026-07-21,CUST0347,Dairy,173.67,False,Morning
TXN00163,2026-07-21,CUST0348,Snacks,16.28,True,Evening
TXN00164,2026-07-21,CUST0358,Beverages,73.67,False,Morning
TXN00165,2026-07-21,CUST0362,Groceries,242.52,True,Morning
TXN00166,2026-07-21,CUST0368,Household,397.68,False,Evening
TXN00167,2026-07-21,CUST0369,Snacks,79.16,True,Evening
TXN00168,2026-07-21,CUST0376,Snacks,48.9,True,Evening
TXN00169,2026-07-21,CUST0380,Household,79.78,False,Morning
TXN00170,2026-07-21,CUST0387,Beverages,197.76,False,Afternoon
TXN00171,2026-07-21,CUST0398,Beverages,111.87,True,Morning
TXN00172,2026-07-21,CUST0412,Snacks,73.84,False,Evening
TXN00173,2026-07-21,CUST0414,Dairy,130.4,True,Afternoon
TXN00174,2026-07-21,CUST0419,Snacks,50.84,False,Morning
TXN00175,2026-07-21,CUST0422,Dairy,51.04,False,Morning
TXN00176,2026-07-21,CUST0427,Dairy,97.04,True,Afternoon
TXN00177,2026-07-21,CUST0439,Snacks,98.95,False,Afternoon
TXN00178,2026-07-21,CUST0444,Household,261.81,True,Evening
TXN00179,2026-07-21,CUST0452,Household,62.12,False,Afternoon
TXN00180,2026-07-21,CUST0460,Dairy,166.14,True,Afternoon
TXN00181,2026-07-21,CUST0461,Household,364.83,True,Evening
TXN00182,2026-07-21,CUST0473,Household,294.06,False,Afternoon
TXN00183,2026-07-21,CUST0475,Groceries,252.99,False,Afternoon
TXN00184,2026-07-21,CUST0479,Beverages,159.08,True,Evening
TXN00185,2026-07-21,CUST0480,Snacks,82.08,False,Afternoon
TXN00186,2026-07-21,CUST0488,Groceries,44.73,False,Afternoon
TXN00187,2026-07-21,CUST0491,Snacks,72.68,True,Afternoon
TXN00188,2026-07-21,CUST0495,Snacks,79.39,False,Evening
TXN00189,2026-07-21,CUST0498,Household,364.22,False,Evening
TXN00190,2026-07-21,CUST0499,Household,49.91,False,Morning
TXN00191,2026-07-21,CUST0515,Household,65.99,False,Afternoon
TXN00192,2026-07-21,CUST0521,Beverages,70.16,False,Evening
TXN00193,2026-07-21,CUST0523,Snacks,97.82,True,Morning
TXN00194,2026-07-21,CUST0525,Household,71.77,True,Morning
TXN00195,2026-07-21,CUST0533,Beverages,138.65,False,Evening
TXN00196,2026-07-21,CUST0559,Household,55.75,False,Morning
TXN00197,2026-07-21,CUST0566,Dairy,161.96,False,Afternoon
TXN00198,2026-07-21,CUST0568,Dairy,125.74,False,Evening
TXN00199,2026-07-21,CUST0573,Snacks,46.47,False,Afternoon
TXN00200,2026-07-21,CUST0589,Beverages,168.63,False,Afternoon
TXN00201,2026-07-21,CUST0602,Household,342.03,True,Morning
TXN00202,2026-07-21,CUST0607,Groceries,84.64,True,Afternoon
TXN00203,2026-07-22,CUST0004,Household,343.32,False,Morning
TXN00204,2026-07-22,CUST0024,Household,263.35,True,Evening
TXN00205,2026-07-22,CUST0032,Household,219.69,False,Morning
TXN00206,2026-07-22,CUST0039,Beverages,156.15,False,Morning
TXN00207,2026-07-22,CUST0044,Groceries,243.46,False,Evening
TXN00208,2026-07-22,CUST0047,Household,60.53,False,Evening
TXN00209,2026-07-22,CUST0051,Snacks,43.9,True,Evening
TXN00210,2026-07-22,CUST0061,Beverages,175.85,False,Morning
TXN00211,2026-07-22,CUST0066,Household,308.52,False,Evening
TXN00212,2026-07-22,CUST0071,Beverages,153.51,True,Afternoon
TXN00213,2026-07-22,CUST0075,Household,206.21,True,Evening
TXN00214,2026-07-22,CUST0110,Groceries,297.82,True,Evening
TXN00215,2026-07-22,CUST0111,Groceries,252.5,True,Afternoon
TXN00216,2026-07-22,CUST0114,Beverages,41.09,False,Morning
TXN00217,2026-07-22,CUST0121,Beverages,47.73,True,Morning
TXN00218,2026-07-22,CUST0137,Groceries,125.96,True,Evening
TXN00219,2026-07-22,CUST0142,Groceries,192.43,False,Afternoon
TXN00220,2026-07-22,CUST0145,Household,70.12,False,Afternoon
TXN00221,2026-07-22,CUST0149,Household,294.7,True,Afternoon
TXN00222,2026-07-22,CUST0171,Household,74.85,True,Evening
TXN00223,2026-07-22,CUST0184,Beverages,31.88,False,Evening
TXN00224,2026-07-22,CUST0186,Household,361.69,True,Afternoon
TXN00225,2026-07-22,CUST0192,Beverages,66.73,False,Afternoon
TXN00226,2026-07-22,CUST0200,Snacks,20.89,True,Afternoon
TXN00227,2026-07-22,CUST0201,Groceries,105.62,False,Morning
TXN00228,2026-07-22,CUST0209,Dairy,98.22,False,Afternoon
TXN00229,2026-07-22,CUST0210,Beverages,33.02,False,Evening
TXN00230,2026-07-22,CUST0212,Dairy,121.23,False,Afternoon
TXN00231,2026-07-22,CUST0214,Beverages,54.87,False,Morning
TXN00232,2026-07-22,CUST0217,Household,250.14,True,Evening
TXN00233,2026-07-22,CUST0219,Snacks,100.21,False,Afternoon
TXN00234,2026-07-22,CUST0225,Dairy,142.28,True,Afternoon
TXN00235,2026-07-22,CUST0227,Dairy,141.21,False,Afternoon
TXN00236,2026-07-22,CUST0230,Dairy,168.11,True,Afternoon
TXN00237,2026-07-22,CUST0231,Beverages,90.82,True,Evening
TXN00238,2026-07-22,CUST0234,Groceries,259.09,True,Afternoon
TXN00239,2026-07-22,CUST0249,Snacks,51.52,True,Evening
TXN00240,2026-07-22,CUST0257,Dairy,64.23,False,Morning
TXN00241,2026-07-22,CUST0258,Dairy,129.64,False,Morning
TXN00242,2026-07-22,CUST0263,Snacks,44.93,True,Afternoon
TXN00243,2026-07-22,CUST0267,Groceries,326.71,False,Afternoon
TXN00244,2026-07-22,CUST0281,Household,351.86,True,Evening
TXN00245,2026-07-22,CUST0286,Beverages,104.62,True,Afternoon
TXN00246,2026-07-22,CUST0287,Dairy,121.12,False,Evening
TXN00247,2026-07-22,CUST0289,Dairy,25.14,True,Afternoon
TXN00248,2026-07-22,CUST0295,Snacks,78.38,False,Evening
TXN00249,2026-07-22,CUST0299,Beverages,174.63,True,Morning
TXN00250,2026-07-22,CUST0313,Beverages,182.19,True,Afternoon
TXN00251,2026-07-22,CUST0314,Household,301.39,False,Evening
TXN00252,2026-07-22,CUST0320,Household,118.99,False,Morning
TXN00253,2026-07-22,CUST0322,Household,381.48,False,Evening
TXN00254,2026-07-22,CUST0323,Snacks,40.1,False,Afternoon
TXN00255,2026-07-22,CUST0325,Snacks,31.99,False,Morning
TXN00256,2026-07-22,CUST0331,Household,98.43,False,Evening
TXN00257,2026-07-22,CUST0335,Groceries,159.31,False,Afternoon
TXN00258,2026-07-22,CUST0343,Groceries,232.34,False,Evening
TXN00259,2026-07-22,CUST0349,Household,165.27,False,Afternoon
TXN00260,2026-07-22,CUST0352,Beverages,148.35,False,Afternoon
TXN00261,2026-07-22,CUST0355,Snacks,40.06,False,Afternoon
TXN00262,2026-07-22,CUST0356,Household,302.83,True,Evening
TXN00263,2026-07-22,CUST0365,Snacks,51.25,False,Morning
TXN00264,2026-07-22,CUST0378,Household,62.3,False,Afternoon
TXN00265,2026-07-22,CUST0380,Groceries,73.9,False,Morning
TXN00266,2026-07-22,CUST0416,Snacks,44.86,False,Morning
TXN00267,2026-07-22,CUST0419,Beverages,74.92,False,Morning
TXN00268,2026-07-22,CUST0424,Dairy,38.71,False,Afternoon
TXN00269,2026-07-22,CUST0429,Groceries,246.32,False,Afternoon
TXN00270,2026-07-22,CUST0435,Household,314.35,False,Afternoon
TXN00271,2026-07-22,CUST0452,Household,363.06,False,Afternoon
TXN00272,2026-07-22,CUST0459,Groceries,228.53,True,Afternoon
TXN00273,2026-07-22,CUST0463,Groceries,206.91,False,Afternoon
TXN00274,2026-07-22,CUST0466,Beverages,94.02,False,Evening
TXN00275,2026-07-22,CUST0470,Snacks,56.74,False,Afternoon
TXN00276,2026-07-22,CUST0474,Snacks,51.89,False,Afternoon
TXN00277,2026-07-22,CUST0487,Beverages,129.64,True,Morning
TXN00278,2026-07-22,CUST0495,Snacks,58.52,False,Evening
TXN00279,2026-07-22,CUST0499,Dairy,153.17,False,Morning
TXN00280,2026-07-22,CUST0513,Snacks,58.8,False,Morning
TXN00281,2026-07-22,CUST0520,Snacks,76.01,True,Afternoon
TXN00282,2026-07-22,CUST0525,Beverages,153.27,True,Morning
TXN00283,2026-07-22,CUST0532,Snacks,59.05,False,Morning
TXN00284,2026-07-22,CUST0540,Groceries,225.62,True,Evening
TXN00285,2026-07-22,CUST0550,Dairy,102.91,True,Morning
TXN00286,2026-07-22,CUST0554,Dairy,100.54,True,Evening
TXN00287,2026-07-22,CUST0565,Dairy,167.75,True,Afternoon
TXN00288,2026-07-22,CUST0574,Groceries,108.93,True,Afternoon
TXN00289,2026-07-22,CUST0575,Dairy,69.19,True,Morning
TXN00290,2026-07-22,CUST0579,Groceries,280.15,True,Morning
TXN00291,2026-07-22,CUST0580,Groceries,50.17,True,Morning
TXN00292,2026-07-22,CUST0584,Snacks,85.1,False,Afternoon
TXN00293,2026-07-22,CUST0588,Dairy,49.57,True,Morning
TXN00294,2026-07-22,CUST0589,Snacks,114.62,False,Afternoon
TXN00295,2026-07-22,CUST0591,Beverages,161.64,False,Evening
TXN00296,2026-07-22,CUST0594,Beverages,158.57,True,Evening
TXN00297,2026-07-22,CUST0599,Groceries,326.51,False,Evening
TXN00298,2026-07-22,CUST0605,Snacks,118.04,True,Evening
TXN00299,2026-07-22,CUST0616,Household,72.82,True,Morning
TXN00300,2026-07-23,CUST0005,Household,377.46,True,Afternoon
TXN00301,2026-07-23,CUST0006,Household,278.68,True,Afternoon
TXN00302,2026-07-23,CUST0015,Snacks,117.4,False,Afternoon
TXN00303,2026-07-23,CUST0019,Household,298.32,False,Afternoon
TXN00304,2026-07-23,CUST0033,Snacks,66.38,True,Evening
TXN00305,2026-07-23,CUST0035,Groceries,297.4,True,Morning
TXN00306,2026-07-23,CUST0036,Dairy,81.22,True,Morning
TXN00307,2026-07-23,CUST0037,Beverages,134.07,True,Afternoon
TXN00308,2026-07-23,CUST0048,Groceries,347.12,True,Afternoon
TXN00309,2026-07-23,CUST0053,Dairy,109.07,True,Afternoon
TXN00310,2026-07-23,CUST0057,Household,210.36,False,Morning
TXN00311,2026-07-23,CUST0073,Groceries,79.74,True,Morning
TXN00312,2026-07-23,CUST0086,Groceries,309.37,True,Evening
TXN00313,2026-07-23,CUST0087,Beverages,82.07,True,Afternoon
TXN00314,2026-07-23,CUST0114,Beverages,95.35,False,Morning
TXN00315,2026-07-23,CUST0117,Beverages,41.58,False,Morning
TXN00316,2026-07-23,CUST0119,Beverages,108.17,True,Evening
TXN00317,2026-07-23,CUST0126,Household,122.97,False,Evening
TXN00318,2026-07-23,CUST0133,Household,108.79,False,Afternoon
TXN00319,2026-07-23,CUST0145,Dairy,139.43,False,Afternoon
TXN00320,2026-07-23,CUST0160,Snacks,63.74,False,Evening
TXN00321,2026-07-23,CUST0164,Dairy,63.63,False,Morning
TXN00322,2026-07-23,CUST0165,Snacks,84.16,True,Evening
TXN00323,2026-07-23,CUST0169,Groceries,137.31,True,Afternoon
TXN00324,2026-07-23,CUST0170,Household,361.81,False,Afternoon
TXN00325,2026-07-23,CUST0179,Beverages,191.19,False,Morning
TXN00326,2026-07-23,CUST0184,Snacks,49.58,False,Evening
TXN00327,2026-07-23,CUST0208,Beverages,31.09,True,Evening
TXN00328,2026-07-23,CUST0210,Dairy,60.48,False,Evening
TXN00329,2026-07-23,CUST0219,Household,373.18,False,Afternoon
TXN00330,2026-07-23,CUST0242,Snacks,68.17,False,Morning
TXN00331,2026-07-23,CUST0248,Groceries,238.83,False,Morning
TXN00332,2026-07-23,CUST0249,Household,322.68,True,Evening
TXN00333,2026-07-23,CUST0254,Beverages,149.87,False,Evening
TXN00334,2026-07-23,CUST0257,Beverages,145.01,False,Morning
TXN00335,2026-07-23,CUST0279,Dairy,27.97,False,Morning
TXN00336,2026-07-23,CUST0284,Beverages,45.54,True,Afternoon
TXN00337,2026-07-23,CUST0289,Dairy,50.49,True,Afternoon
TXN00338,2026-07-23,CUST0293,Dairy,116.01,False,Morning
TXN00339,2026-07-23,CUST0299,Snacks,117.49,True,Morning
TXN00340,2026-07-23,CUST0309,Household,292.13,False,Morning
TXN00341,2026-07-23,CUST0312,Groceries,56.15,False,Afternoon
TXN00342,2026-07-23,CUST0320,Beverages,133.44,False,Morning
TXN00343,2026-07-23,CUST0331,Snacks,89.58,False,Evening
TXN00344,2026-07-23,CUST0347,Household,312.56,False,Morning
TXN00345,2026-07-23,CUST0352,Dairy,28.73,False,Afternoon
TXN00346,2026-07-23,CUST0355,Household,191.48,False,Afternoon
TXN00347,2026-07-23,CUST0358,Snacks,118.83,False,Morning
TXN00348,2026-07-23,CUST0363,Snacks,24.83,False,Afternoon
TXN00349,2026-07-23,CUST0365,Dairy,139.99,False,Morning
TXN00350,2026-07-23,CUST0369,Groceries,203.06,True,Evening
TXN00351,2026-07-23,CUST0375,Groceries,162.19,False,Morning
TXN00352,2026-07-23,CUST0379,Groceries,182.67,False,Afternoon
TXN00353,2026-07-23,CUST0386,Beverages,191.41,True,Morning
TXN00354,2026-07-23,CUST0391,Groceries,288.48,True,Evening
TXN00355,2026-07-23,CUST0401,Dairy,46.07,True,Morning
TXN00356,2026-07-23,CUST0425,Snacks,117.19,True,Afternoon
TXN00357,2026-07-23,CUST0433,Household,141.15,False,Afternoon
TXN00358,2026-07-23,CUST0451,Household,96.43,True,Evening
TXN00359,2026-07-23,CUST0463,Dairy,32.52,False,Afternoon
TXN00360,2026-07-23,CUST0468,Household,73.17,True,Afternoon
TXN00361,2026-07-23,CUST0483,Groceries,292.95,True,Morning
TXN00362,2026-07-23,CUST0485,Household,269.99,True,Morning
TXN00363,2026-07-23,CUST0489,Snacks,95.82,False,Morning
TXN00364,2026-07-23,CUST0490,Household,38.07,True,Morning
TXN00365,2026-07-23,CUST0491,Household,386.63,True,Afternoon
TXN00366,2026-07-23,CUST0494,Beverages,170.15,True,Evening
TXN00367,2026-07-23,CUST0496,Household,392.41,True,Morning
TXN00368,2026-07-23,CUST0512,Household,358.98,True,Afternoon
TXN00369,2026-07-23,CUST0537,Dairy,65.19,True,Afternoon
TXN00370,2026-07-23,CUST0539,Dairy,45.01,False,Afternoon
TXN00371,2026-07-23,CUST0550,Beverages,30.59,True,Morning
TXN00372,2026-07-23,CUST0553,Dairy,97.82,False,Afternoon
TXN00373,2026-07-23,CUST0564,Household,325.63,False,Evening
TXN00374,2026-07-23,CUST0570,Beverages,32.34,False,Afternoon
TXN00375,2026-07-23,CUST0571,Groceries,309.97,False,Afternoon
TXN00376,2026-07-23,CUST0572,Snacks,89.36,True,Afternoon
TXN00377,2026-07-23,CUST0575,Snacks,50.13,True,Morning
TXN00378,2026-07-23,CUST0584,Snacks,90.1,False,Afternoon
TXN00379,2026-07-23,CUST0591,Household,182.96,False,Evening
TXN00380,2026-07-23,CUST0597,Dairy,143.22,True,Evening
TXN00381,2026-07-23,CUST0605,Dairy,164.4,True,Evening
TXN00382,2026-07-23,CUST0617,Snacks,109.52,False,Morning
TXN00383,2026-07-23,CUST0619,Household,195.09,False,Afternoon
TXN00384,2026-07-24,CUST0010,Snacks,55.95,True,Evening
TXN00385,2026-07-24,CUST0014,Beverages,121.56,True,Evening
TXN00386,2026-07-24,CUST0017,Beverages,128.69,False,Morning
TXN00387,2026-07-24,CUST0023,Snacks,42.27,False,Evening
TXN00388,2026-07-24,CUST0025,Groceries,179.11,True,Afternoon
TXN00389,2026-07-24,CUST0026,Snacks,118.21,True,Evening
TXN00390,2026-07-24,CUST0045,Household,336.52,True,Morning
TXN00391,2026-07-24,CUST0046,Dairy,96.2,False,Evening
TXN00392,2026-07-24,CUST0061,Dairy,97.56,False,Morning
TXN00393,2026-07-24,CUST0068,Dairy,171.05,False,Afternoon
TXN00394,2026-07-24,CUST0075,Dairy,38.84,True,Evening
TXN00395,2026-07-24,CUST0078,Dairy,42.74,False,Morning
TXN00396,2026-07-24,CUST0080,Snacks,108.35,False,Afternoon
TXN00397,2026-07-24,CUST0081,Household,30.77,True,Morning
TXN00398,2026-07-24,CUST0083,Household,242.03,False,Afternoon
TXN00399,2026-07-24,CUST0113,Beverages,39.9,False,Afternoon
TXN00400,2026-07-24,CUST0120,Beverages,56.46,False,Afternoon
TXN00401,2026-07-24,CUST0121,Dairy,59.25,True,Morning
TXN00402,2026-07-24,CUST0127,Groceries,145.39,False,Afternoon
TXN00403,2026-07-24,CUST0128,Groceries,306.49,True,Evening
TXN00404,2026-07-24,CUST0130,Groceries,207.95,True,Afternoon
TXN00405,2026-07-24,CUST0133,Household,281.09,True,Afternoon
TXN00406,2026-07-24,CUST0139,Snacks,42.08,False,Evening
